id,publisher,title,url,title_source,accessed,note
R61,www.i-soft.com.cn,普华基础软件 · 普华桌面操作系统 V4.0 产品详情页,https://www.i-soft.com.cn/detail/59.html,manual,2026-08-30,标题为人工标注（该页未返回 <title>）
R62,www.i-soft.com.cn,普华基础软件 · 通用产品页,https://www.i-soft.com.cn/product/currency.html,manual,2026-08-30,标题为人工标注（该页未返回 <title>）
R63,www.itsec.gov.cn,安全可靠测评结果公告（2023年第1号）,https://www.itsec.gov.cn/aqkkcp/cpgg/202312/t20231226_162074.html,page,2026-08-30,
R64,www.kylinos.cn,银河麒麟桌面操作系统V11 -麒麟软件-国产操作系统,https://www.kylinos.cn/productPc/desktop/desktopMainV11/,page,2026-08-30,
R65,www.kylinos.cn,银河麒麟桌面操作系统V10-麒麟软件-国产操作系统,https://www.kylinos.cn/productPc/desktop/desktopMain/,page,2026-08-30,
R66,www.kylinsec.com.cn,高效实时！麒麟信安操作系统（嵌入式版）V3来了，为工业领域数智化转型夯实安全底座--麒麟信安,https://www.kylinsec.com.cn/detail/13151/1.html,page,2026-08-30,
R67,www.linx-info.com,Index of /download/document/6.0.80,https://www.linx-info.com/download/document/6.0.80/,page,2026-08-30,
R68,www.linx-info.com,Index of /download/security,https://www.linx-info.com/download/security/,page,2026-08-30,
R69,www.loongnix.cn,Loongnix 龙芯开源社区官网,https://www.loongnix.cn/,manual,2026-08-30,标题为人工标注（该页未返回 <title>）
R70,www.nfschina.com,中科方德 国产桌面操作系统 国产服务器操作系统 云计算,https://www.nfschina.com/,page,2026-08-30,
R71,www.openeuler.org,openEuler下载 | openEuler ISO镜像 | openEuler社区官网,https://www.openeuler.org/zh/download/,page,2026-08-30,
R72,www.openeuler.org,openEuler商业发行版 | openEuler下载 | openEuler社区官网,https://www.openeuler.org/zh/download/commercial-release/,page,2026-08-30,
R73,www.openkylin.top,"Kernel Leap, AI-Native - openKylin 3.0 Officially Released-openKylin 开放麒麟社区官网 | 开源聚力，共创未来",https://www.openkylin.top/news/4099-en.html,page,2026-08-30,
R74,www.openkylin.top,openKylin镜像仓列表-openKylin - 开放麒麟 - 社区官网 | 开源聚力，共创未来,https://www.openkylin.top/support/docker_images.html,page,2026-08-30,
R75,www.secrss.com,东方中科拟收购国产操作系统厂商万里红 - 安全内参 | 决策者的网络安全知识库,https://www.secrss.com/articles/23492,page,2026-08-30,
R76,www.stdaily.com,首个商用6.6内核中国操作系统银河麒麟V11发布,https://www.stdaily.com/web/gdxw/2025-08/26/content_390577.html,page,2026-08-30,
R77,www.superred.com.cn,北京万里红科技官网（用于核对产品列表已无操作系统条目）,https://www.superred.com.cn/,manual,2026-08-30,标题为人工标注（该页未返回 <title>）
R78,www.ubuntukylin.com,优麒麟,https://www.ubuntukylin.com/downloads/,page,2026-08-30,
R79,www.ubuntukylin.com,优麒麟 26.04 版本正式发布！-优麒麟｜Linux 开源操作系统,https://www.ubuntukylin.com/news/ubuntukylin2604-cn.html,page,2026-08-30,
R80,www.uniontech.com,统信容器镜像平台-统信软件,https://www.uniontech.com/os-containerImage.html,page,2026-08-30,
R81,zh.wikipedia.org,中标麒麟 - 维基百科，自由的百科全书,https://zh.wikipedia.org/zh-hans/中标麒麟,page,2026-08-30,
R82,docs.revyos.dev,RevyOS 官方文档站,https://docs.revyos.dev/,manual,2026-08-30,标题为人工标注（该页未返回 <title>）
R83,www.gd-linux.com,关于我们_中兴新支点公司介绍_中兴新支点联系方式_新支点操作系统-NewStartOS,https://www.gd-linux.com/about,page,2026-08-30,
R84,uniontech.com,产品动态-统信软件,https://uniontech.com/m/Product-release.html,page,2026-08-31,
R85,www.openkylin.top,openKylin开源操作系统（下载页）,https://www.openkylin.top/downloads/,page,2026-08-31,
R86,archive.spacemit.com,Index of /image/k1/version,https://archive.spacemit.com/image/k1/version/,page,2026-08-31,
R87,www.kylinos.cn,试用申请下载-麒麟软件-国产操作系统,https://www.kylinos.cn/support/trial/,page,2026-08-31,
R88,iso.kylinos.cn,共享文件下载 - Kylin Distro（银河麒麟镜像下载中间页，含文件名/大小/SHA256/SM3）,https://iso.kylinos.cn/web_pungi/download/cdn/5Kmv3q98GLtFdMQSDTOe6wr4ZcnpXVCb/,page,2026-08-31,
R89,cdimage-download.chinauos.com,统信桌面专业版 V25 ISO（本项目切片路径的 ISO_URL，匿名可下）,https://cdimage-download.chinauos.com/desktop-professional/2500u1/beta/uos-desktop-25-professional-2500-amd64-202604.iso,manual,2026-08-31,标题为人工标注（该 URL 是二进制文件，无 <title>）
R90,www.kylinos.cn,行业解决方案-麒麟软件-国产操作系统,https://www.kylinos.cn/product/solution/scene/solutionIndustry/index.html,page,2026-08-31,
R91,www.itsec.gov.cn,安全可靠测评结果公告（2025年第3号）,https://www.itsec.gov.cn/aqkkcp/cpgg/202509/t20250912_235645.html,page,2026-08-31,
R92,www.itsec.gov.cn,安全可靠测评结果公告（2026年第1号）,https://www.itsec.gov.cn/aqkkcp/cpgg/202601/t20260116_249958.html,page,2026-08-31,
R93,www.itsec.gov.cn,安全可靠测评结果公告（2024年第1号）,https://www.itsec.gov.cn/aqkkcp/cpgg/202405/t20240520_172866.html,page,2026-08-31,
R94,www.itsec.gov.cn,安全可靠测评结果公告（2025年第1号）,https://www.itsec.gov.cn/aqkkcp/cpgg/202503/t20250314_216512.html,page,2026-08-31,
R95,gks.mof.gov.cn,关于印发《操作系统政府采购需求标准（2023年版）》的通知,https://gks.mof.gov.cn/guizhangzhidu/202312/t20231226_3924123.htm,page,2026-08-31,
R96,www.mof.gov.cn,关于印发《台式计算机政府采购需求标准（2023年版）》的通知,https://www.mof.gov.cn/jrttts/202312/t20231226_3924133.htm,page,2026-08-31,
R97,cs2c.com.cn,中标麒麟桌面操作系统 - 国产操作系统、银河麒麟、中标麒麟--中标软件官网,https://cs2c.com.cn/scheme/product/9.html,page,2026-08-31,
R98,www.uniontech.com,统信桌面操作系统 V25 专业版,https://www.uniontech.com/OS-Professional-edition-V25.html,page,2026-08-31,
R99,www.nfschina.com,中科方德 国产桌面操作系统 国产服务器操作系统 云计算,https://www.nfschina.com/index.php?id=65,page,2026-08-31,
R100,www.secrss.com,企业调研：国产操作系统厂商普华软件 - 安全内参 | 决策者的网络安全知识库,https://www.secrss.com/articles/11535,page,2026-08-31,
R101,www.linx-info.com,北京凝思软件股份有限公司,https://www.linx-info.com/,page,2026-08-31,
R102,www.gd-linux.com,中兴新支点操作系统官网_NewStartOS_国产操作系统_新支点OS_信创操作系统,https://www.gd-linux.com/,page,2026-08-31,
R103,fydeos.com,下载 - FydeOS,https://fydeos.com/download/,page,2026-08-31,
R104,www.kylinsec.com.cn,麒麟信安操作系统桌面版--麒麟信安,https://www.kylinsec.com.cn/detail/1413/1.html,page,2026-08-31,
R105,developer.huaweicloud.com,EulerOS_华为云,https://developer.huaweicloud.com/euleros/index.html,page,2026-08-31,
R106,www.openeuler.org,openEuler解决方案 | 用户案例 | openEuler社区官网,https://www.openeuler.org/zh/showcase/index.html,page,2026-08-31,
R107,www.openkylin.top,社区-openKylin - 开放麒麟 - 社区官网 | 开源聚力，共创未来,https://www.openkylin.top/community/openkylin-cn.html,page,2026-08-31,
R108,www.deepin.org,deepin - 基于Linux的开源国产操作系统,https://www.deepin.org/index/zh,page,2026-08-31,
R109,ubuntukylin.com,优麒麟官网,https://ubuntukylin.com/,manual,2026-08-31,标题为人工标注（该页未返回可用 <title>）
R110,openanolis.cn,Anolis OS · OpenAnolis,https://openanolis.cn/anolisos,page,2026-08-31,
R111,docs.opencloudos.org,OpenCloudOS 版本介绍 - OpenCloudOS Documentation,https://docs.opencloudos.org/release/oc_intro/,page,2026-08-31,
R112,aosc.io,安同 OS 适合我吗？ | 安同开源社区 (AOSC),https://aosc.io/aosc-os/right-for-me,page,2026-08-31,
R113,www.loongnix.cn,龙芯开源社区,https://www.loongnix.cn/zh/,page,2026-08-31,
R114,docs.revyos.dev,RevyOS,https://docs.revyos.dev/docs/intro/,page,2026-08-31,
R115,ruyisdk.org,RuyiSDK · 为 100 万 RISC-V 软件开发人员做好准备 | RuyiSDK,https://ruyisdk.org/,page,2026-08-31,
R116,repo.huaweicloud.com,"华为镜像站 EulerOS 目录（各版本只有 os/{x86_64,aarch64} 的 RPM 仓库，iso/ 与 ISO/ 实测 404）",https://repo.huaweicloud.com/euler/,manual,2026-08-31,标题为人工标注（该 URL 为目录页/API 端点，无 <title>）
R117,support.huawei.com,华为企业支持 软件下载端点（对任意 nid 返回 Uniportal 统一认证跳转头）,https://support.huawei.com/dl/download.do?nid=1,manual,2026-08-31,标题为人工标注（该 URL 为目录页/API 端点，无 <title>）
